Strain,Temperature,TraitValue,Trait,TemperatureUnits,TraitUnits,Phylum,Class,Order,Family,Genus,Species
40_RT_03,25,0.421601435,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,25,0.430768932,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,25,0.564013396,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,25,0.312181559,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,30,0.364871652,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,30,0.463128553,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,30,0.540471949,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,30,0.480860207,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,35,0.163796804,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,35,0.221075914,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,35,0.387991269,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,35,0.409669851,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,5,0.230429511,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,5,0.191115649,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,5,0.239312945,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,5,0.232563427,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,10,0.175804014,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,10,0.203581123,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,10,0.233539777,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,10,0.224693302,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,15,0.314810383,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,15,0.398402882,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,15,0.456905936,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,15,0.560482199,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,19,0.631737156,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,19,0.658577861,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,19,1.052047685,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,19,0.910404073,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,21,0.637139683,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,21,0.817396006,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,21,1.215336871,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,21,1.389124801,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,25,1.03398027,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,25,1.212629066,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,25,1.288792923,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,25,1.277704295,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,30,1.016665897,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,30,1.267310555,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,30,1.481432421,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,30,1.824741025,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,35,1.526417623,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,35,2.018638399,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,35,1.985755111,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_03,35,2.131284945,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,5,0.092709971,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,5,0.115580283,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,5,0.00732174,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,5,0.059274437,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,10,0.088384942,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,10,0.10653588,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,10,0.146361811,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,10,0.08369947,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,15,0.230372514,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,15,0.154920906,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,15,0.176281683,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,15,0.179008767,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,19,0.32805409,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,19,0.250249321,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,19,0.283817652,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,19,0.298715104,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,21,0.317107961,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,21,0.328131738,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,21,0.382222182,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,21,0.363641243,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,25,0.376100021,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,25,0.394664567,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,25,0.352281893,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,25,0.463437926,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,30,0.369318035,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,30,0.441762927,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,30,0.478662385,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,30,0.444257041,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,35,0.21765219,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,35,0.225747979,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,35,0.345848877,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,35,0.369068017,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,5,0.136615774,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,5,0.178744463,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,5,0.156707656,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,5,0.133189057,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,10,0.263232408,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,10,0.267948364,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,10,0.23597525,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,10,0.266274113,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,15,0.419994494,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,15,0.493909172,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,15,0.502606139,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,15,0.606853387,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,19,0.508194507,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,19,0.610774543,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,19,0.79003747,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,19,0.739904563,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,21,0.421795291,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,21,0.658325257,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,21,0.755169386,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,21,0.889723483,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,25,0.803491397,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,25,1.159521057,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,25,1.234995144,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,25,1.549489818,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,30,1.277633743,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,30,1.321988308,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,30,1.605217262,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,30,1.777218919,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,35,1.00655515,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,35,1.35066821,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,35,1.456042747,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_04,35,1.623498765,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,arenosi
40_RT_05,15,0.319242022,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,15,0.277979353,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,15,0.198492095,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,15,0.224229087,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,19,0.303216301,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,19,0.30851065,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,21,0.189296792,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,21,0.215880922,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,21,0.299652398,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,25,0.37184222,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,25,0.395002604,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,25,0.449869303,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,25,0.516822529,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,30,0.460826839,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,30,0.441105079,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,30,0.443605758,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,35,0.284152848,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,35,0.34930847,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,35,0.391428004,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,35,0.463540664,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,40,0.185609009,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,40,0.293528515,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,45,0.164705685,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,45,0.217717481,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,45,0.107983106,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,45,0.284264483,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,15,0.173290978,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,15,0.201472131,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,15,0.21833856,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,15,0.229445094,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,19,0.513300786,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,19,0.509315898,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,21,0.491785681,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,21,0.70019065,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,21,0.802348507,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,25,0.377166795,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,25,0.706840398,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,25,0.591939953,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,25,0.755873787,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,30,0.852958188,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,30,1.010349443,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,30,1.302026906,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,35,0.797904909,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,35,1.234887081,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,35,1.859028589,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,35,1.930311903,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,40,1.364233772,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,40,1.651576688,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,45,0.851984517,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,45,1.025292857,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,45,1.370090875,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_05,45,1.439198976,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium
40_RT_06,10,0.168664445,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,10,0.142594307,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,10,0.102289513,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,15,0.293528674,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,15,0.319701421,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,15,0.222210722,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,15,0.240913637,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,19,0.272945712,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,19,0.422083371,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,19,0.350264391,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,19,0.390673919,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,21,0.28431847,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,21,0.340298335,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,21,0.381396023,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,21,0.465986291,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,25,0.426569405,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,25,0.472933477,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,25,0.433779836,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,25,0.558193394,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,30,0.297871615,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,30,0.325617852,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,30,0.447727009,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,30,0.485319498,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,35,0.172167684,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,35,0.162761804,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
